OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update),Odom Reading All (Previous),Odom Reading All (Update),Diff All,Count1,Count2,Count3,Count4,#Cars in Policy
Sign Top,8415,34981,40170,,,,,,,34981,40170,5189,1,0,0,0,1
Sign Bottom,8416,25291,41190,,,,,,,25291,41190,15899,1,0,0,0,1
Sign Bottom,8417,46608,70433,,,,,,,46608,70433,23825,1,0,0,0,1
Sign Bottom,8418,28951,33622,,,,,,,28951,33622,4671,1,0,0,0,1
Sign Bottom,8419,36863,52802,68804,83983,,,,,52833.5,68392.5,15559,1,1,0,0,2
Sign Top,8420,20002,65933,,,3352,19788,,,11677,42860.5,31183.5,1,0,1,0,2
Sign Bottom,8421,87275,105532,,,,,,,87275,105532,18257,1,0,0,0,1
Sign Top,8422,149534,197308,614,42086,,,,,75074,119697,44623,1,1,0,0,2
Sign Top,8423,859,17155,32915,40877,,,,,16887,29016,12129,1,1,0,0,2
Sign Bottom,8424,77679,86610,,,,,,,77679,86610,8931,1,0,0,0,1
Sign Bottom,8425,84899,87979,,,,,,,84899,87979,3080,1,0,0,0,1
Sign Bottom,8426,142600,170347,63281,97100,,,,,102940.5,133723.5,30783,1,1,0,0,2
Sign Top,8427,10500,34738,,,,,,,10500,34738,24238,1,0,0,0,1
Sign Top,8428,46722,62968,,,,,,,46722,62968,16246,1,0,0,0,1
Sign Top,8429,92000,126627,,,,,,,92000,126627,34627,1,0,0,0,1
Sign Top,8430,103,22672,87000,131247,,,,,43551.5,76959.5,33408,1,1,0,0,2
Sign Bottom,8431,165306,170316,84054,131643,,,,,124680,150979.5,26299.5,1,1,0,0,2
Sign Top,8432,16004,16556,80000,90392,,,,,48002,53474,5472,1,1,0,0,2
Sign Top,8433,523,43471,14854,51671,,,,,7688.5,47571,39882.5,1,1,0,0,2
Sign Top,8434,38052,43297,,,,,,,38052,43297,5245,1,0,0,0,1
Sign Bottom,8435,78723,101526,100059,124449,,,,,89391,112987.5,23596.5,1,1,0,0,2
Sign Bottom,8436,57175,103001,27013,65386,,,,,42094,84193.5,42099.5,1,1,0,0,2
Sign Bottom,8437,16751,48299,53272,71242,,,,,35011.5,59770.5,24759,1,1,0,0,2
Sign Top,8438,114929,129617,,,,,,,114929,129617,14688,1,0,0,0,1
Sign Bottom,8439,77776,79894,,,17189,45140,,,47482.5,62517,15034.5,1,0,1,0,2
Sign Bottom,8440,73513,92152,,,51177,71111,,,62345,81631.5,19286.5,1,0,1,0,2
Sign Bottom,8441,44284,76399,,,46981,68683,,,45632.5,72541,26908.5,1,0,1,0,2
Sign Bottom,8442,114634,146703,,,,,,,114634,146703,32069,1,0,0,0,1
Sign Top,8443,115497,134478,5160,9981,,,,,60328.5,72229.5,11901,1,1,0,0,2
Sign Bottom,8444,115528,157844,,,45832,86394,,,80680,122119,41439,1,0,1,0,2
Sign Top,8445,15120,17854,,,,,,,15120,17854,2734,1,0,0,0,1
Sign Top,8446,12111,17389,,,,,,,12111,17389,5278,1,0,0,0,1
Sign Top,8447,43600,72003,26,20093,,,,,21813,46048,24235,1,1,0,0,2
Sign Bottom,8448,27968,65717,,,,,,,27968,65717,37749,1,0,0,0,1
Sign Top,8449,98258,98285,74283,111707,,,,,86270.5,104996,18725.5,1,1,0,0,2
Sign Bottom,8450,35401,37887,34307,52798,,,,,34854,45342.5,10488.5,1,1,0,0,2
Sign Top,8451,55875,70483,73118,120277,,,,,64496.5,95380,30883.5,1,1,0,0,2
Sign Top,8452,594,36298,,,,,,,594,36298,35704,1,0,0,0,1
Sign Top,8453,523,35112,,,,,,,523,35112,34589,1,0,0,0,1
Sign Top,8454,61390,66413,105878,118005,,,,,83634,92209,8575,1,1,0,0,2
Sign Bottom,8455,77314,124834,,,,,,,77314,124834,47520,1,0,0,0,1
Sign Top,8456,24486,46113,,,,,,,24486,46113,21627,1,0,0,0,1
Sign Bottom,8457,62794,102437,19940,29712,,,,,41367,66074.5,24707.5,1,1,0,0,2
Sign Bottom,8458,49838,67539,64259,96670,,,,,57048.5,82104.5,25056,1,1,0,0,2
Sign Bottom,8459,41859,49189,,,,,,,41859,49189,7330,1,0,0,0,1
Sign Top,8460,869,40200,,,23590,43303,,,12229.5,41751.5,29522,1,0,1,0,2
Sign Bottom,8461,47094,89397,,,,,,,47094,89397,42303,1,0,0,0,1
Sign Bottom,8462,54192,103238,,,,,,,54192,103238,49046,1,0,0,0,1
Sign Top,8463,70995,112417,25121,46916,,,,,48058,79666.5,31608.5,1,1,0,0,2
Sign Bottom,8464,21561,51823,56328,90442,80633,87184,,,52840.66667,76483,23642.33333,1,1,1,0,3
Sign Top,8465,0,15024,,,,,,,0,15024,15024,1,0,0,0,1
Sign Bottom,8466,53703,86036,,,,,,,53703,86036,32333,1,0,0,0,1
Sign Bottom,8467,109933,142180,16265,17331,,,,,63099,79755.5,16656.5,1,1,0,0,2
Sign Top,8468,57094,103517,,,,,,,57094,103517,46423,1,0,0,0,1
Sign Bottom,8469,70550,111771,,,,,,,70550,111771,41221,1,0,0,0,1
Sign Bottom,8470,1346,20841,,,,,,,1346,20841,19495,1,0,0,0,1
Sign Top,8471,96516,102149,,,,,,,96516,102149,5633,1,0,0,0,1
Sign Bottom,8472,79243,79871,,,,,,,79243,79871,628,1,0,0,0,1
Sign Bottom,8473,60712,69767,29578,43709,,,,,45145,56738,11593,1,1,0,0,2
Sign Top,8474,178336,193648,189480,215991,150000,180213,,,172605.3333,196617.3333,24012,1,1,1,0,3
Sign Bottom,8475,67027,86966,,,,,,,67027,86966,19939,1,0,0,0,1
Sign Bottom,8476,95569,141445,5664,24745,,,,,50616.5,83095,32478.5,1,1,0,0,2
Sign Bottom,8477,26064,58822,95454,132353,,,,,60759,95587.5,34828.5,1,1,0,0,2
Sign Bottom,8478,102087,122359,,,,,,,102087,122359,20272,1,0,0,0,1
Sign Top,8479,210000,245323,130000,174418,,,,,170000,209870.5,39870.5,1,1,0,0,2
Sign Top,8480,83145,128139,80295,96028,,,,,81720,112083.5,30363.5,1,1,0,0,2
Sign Bottom,8481,90631,115892,,,,,,,90631,115892,25261,1,0,0,0,1
Sign Top,8482,870,17791,,,,,,,870,17791,16921,1,0,0,0,1
Sign Bottom,8483,134828,156888,169604,204715,,,,,152216,180801.5,28585.5,1,1,0,0,2
Sign Bottom,8484,25450,73273,102780,149476,,,,,64115,111374.5,47259.5,1,1,0,0,2
Sign Top,8485,65923,88488,,,,,,,65923,88488,22565,1,0,0,0,1
Sign Top,8486,13182,26855,,,,,,,13182,26855,13673,1,0,0,0,1
Sign Top,8487,50421,64870,,,,,,,50421,64870,14449,1,0,0,0,1
Sign Bottom,8488,38925,48232,,,85444,119711,,,62184.5,83971.5,21787,1,0,1,0,2
Sign Top,8489,6956,46443,50231,61223,,,,,28593.5,53833,25239.5,1,1,0,0,2
Sign Bottom,8490,36140,61536,38281,68548,,,,,37210.5,65042,27831.5,1,1,0,0,2
Sign Bottom,8491,21732,69442,240467,275442,,,,,131099.5,172442,41342.5,1,1,0,0,2
Sign Top,8492,96,15447,130000,154611,,,,,65048,85029,19981,1,1,0,0,2
Sign Top,8493,60888,80465,,,,,,,60888,80465,19577,1,0,0,0,1
Sign Bottom,8494,16710,45802,,,,,,,16710,45802,29092,1,0,0,0,1
Sign Top,8495,160000,180702,,,,,,,160000,180702,20702,1,0,0,0,1
Sign Top,8496,50181,57436,99167,124467,,,,,74674,90951.5,16277.5,1,1,0,0,2
Sign Top,8497,17954,62283,,,,,,,17954,62283,44329,1,0,0,0,1
Sign Bottom,8498,82916,110752,,,,,,,82916,110752,27836,1,0,0,0,1
Sign Top,8499,3765,22612,61525,100828,79000,81037,,,48096.66667,68159,20062.33333,1,1,1,0,3
Sign Bottom,8500,100539,146270,,,,,,,100539,146270,45731,1,0,0,0,1
Sign Bottom,8501,53926,78752,62688,75229,,,,,58307,76990.5,18683.5,1,1,0,0,2
Sign Top,8502,44,20579,,,,,,,44,20579,20535,1,0,0,0,1
Sign Top,8503,59126,86921,12123,49864,,,,,35624.5,68392.5,32768,1,1,0,0,2
Sign Top,8504,65554,83850,22568,52031,,,,,44061,67940.5,23879.5,1,1,0,0,2
Sign Bottom,8505,29730,72000,,,,,,,29730,72000,42270,1,0,0,0,1
Sign Top,8506,55363,66351,,,,,,,55363,66351,10988,1,0,0,0,1
Sign Top,8507,19143,44803,,,,,,,19143,44803,25660,1,0,0,0,1
Sign Top,8508,32000,34225,44362,45006,,,,,38181,39615.5,1434.5,1,1,0,0,2
Sign Top,8509,26000,35462,,,,,,,26000,35462,9462,1,0,0,0,1
Sign Top,8510,32008,57095,,,,,,,32008,57095,25087,1,0,0,0,1
Sign Bottom,8511,34144,65219,,,,,,,34144,65219,31075,1,0,0,0,1
Sign Top,8512,48810,96344,,,,,,,48810,96344,47534,1,0,0,0,1
Sign Bottom,8513,39404,87880,,,,,,,39404,87880,48476,1,0,0,0,1
Sign Bottom,8514,147287,164337,,,,,,,147287,164337,17050,1,0,0,0,1
Sign Top,8515,195032,225908,,,,,,,195032,225908,30876,1,0,0,0,1
Sign Top,8516,5917,10361,83189,87825,,,,,44553,49093,4540,1,1,0,0,2
Sign Top,8517,54000,67951,,,,,,,54000,67951,13951,1,0,0,0,1
Sign Top,8518,74854,84327,,,,,,,74854,84327,9473,1,0,0,0,1
Sign Top,8519,0,46041,0,35215,,,,,0,40628,40628,1,1,0,0,2
Sign Bottom,8520,173112,190074,,,,,29560,61050,101336,125562,24226,1,0,0,1,2
Sign Top,8521,100561,142758,,,,,,,100561,142758,42197,1,0,0,0,1
Sign Top,8522,13361,27764,220975,255685,,,,,117168,141724.5,24556.5,1,1,0,0,2
Sign Bottom,8523,160784,195495,71247,88776,78777,103871,,,103602.6667,129380.6667,25778,1,1,1,0,3
Sign Bottom,8524,80164,90976,,,,,,,80164,90976,10812,1,0,0,0,1
Sign Top,8525,48864,56464,,,88000,133188,,,68432,94826,26394,1,0,1,0,2
Sign Bottom,8526,22311,36200,88204,137270,,,,,55257.5,86735,31477.5,1,1,0,0,2
Sign Top,8527,53373,73215,72033,97627,,,,,62703,85421,22718,1,1,0,0,2
Sign Top,8528,123400,143090,,,,,,,123400,143090,19690,1,0,0,0,1
Sign Top,8529,30439,68916,,,,,,,30439,68916,38477,1,0,0,0,1
Sign Top,8530,71800,76888,26000,61000,,,,,48900,68944,20044,1,1,0,0,2
Sign Bottom,8531,50003,56783,69464,97690,,,,,59733.5,77236.5,17503,1,1,0,0,2
Sign Bottom,8532,1214,29774,,,,,,,1214,29774,28560,1,0,0,0,1
Sign Top,8533,70334,94058,,,,,,,70334,94058,23724,1,0,0,0,1
Sign Top,8534,25670,54525,,,,,,,25670,54525,28855,1,0,0,0,1
Sign Top,8535,43000,76770,31000,63754,,,,,37000,70262,33262,1,1,0,0,2
Sign Top,8536,56894,92149,19467,29330,,,,,38180.5,60739.5,22559,1,1,0,0,2
Sign Bottom,8537,31024,50328,11253,20961,,,,,21138.5,35644.5,14506,1,1,0,0,2
Sign Bottom,8538,78699,105888,,,93424,127457,,,86061.5,116672.5,30611,1,0,1,0,2
Sign Top,8539,167000,211742,,,,,,,167000,211742,44742,1,0,0,0,1
Sign Bottom,8540,14229,55314,,,,,,,14229,55314,41085,1,0,0,0,1
Sign Bottom,8541,126840,147658,,,,,,,126840,147658,20818,1,0,0,0,1
Sign Top,8542,137427,173600,,,173,21093,,,68800,97346.5,28546.5,1,0,1,0,2
Sign Top,8543,189283,220930,62984,97734,,,,,126133.5,159332,33198.5,1,1,0,0,2
Sign Top,8544,72000,99649,,,,,,,72000,99649,27649,1,0,0,0,1
Sign Top,8545,20400,37185,25000,41816,,,,,22700,39500.5,16800.5,1,1,0,0,2
Sign Top,8546,56334,67922,,,,,,,56334,67922,11588,1,0,0,0,1
Sign Bottom,8547,161099,167122,,,,,,,161099,167122,6023,1,0,0,0,1
Sign Top,8548,7625,53617,31843,36293,,,,,19734,44955,25221,1,1,0,0,2
Sign Bottom,8549,126788,135974,,,,,,,126788,135974,9186,1,0,0,0,1
Sign Bottom,8550,2908,47370,84277,127427,,,,,43592.5,87398.5,43806,1,1,0,0,2
Sign Top,8551,195667,196388,110979,159126,,,,,153323,177757,24434,1,1,0,0,2
Sign Bottom,8552,59745,97355,,,,,,,59745,97355,37610,1,0,0,0,1
Sign Top,8553,1487,12767,,,,,,,1487,12767,11280,1,0,0,0,1
Sign Top,8554,35759,53002,,,,,,,35759,53002,17243,1,0,0,0,1
Sign Top,8555,53400,89299,,,,,,,53400,89299,35899,1,0,0,0,1
Sign Bottom,8556,100788,139369,86492,127950,,,,,93640,133659.5,40019.5,1,1,0,0,2
Sign Bottom,8557,57099,57621,,,,,,,57099,57621,522,1,0,0,0,1
Sign Bottom,8558,16746,56926,,,,,,,16746,56926,40180,1,0,0,0,1
Sign Bottom,8559,85851,116551,72686,86992,,,,,79268.5,101771.5,22503,1,1,0,0,2
Sign Bottom,8560,87541,105644,,,72270,99623,,,79905.5,102633.5,22728,1,0,1,0,2
Sign Bottom,8561,43423,46417,,,,,,,43423,46417,2994,1,0,0,0,1
Sign Top,8562,151214,167835,104335,136817,75643,102221,,,110397.3333,135624.3333,25227,1,1,1,0,3
Sign Top,8563,14944,31776,,,,,,,14944,31776,16832,1,0,0,0,1
Sign Top,8564,88285,102340,970,37103,,,,,44627.5,69721.5,25094,1,1,0,0,2
Sign Bottom,8565,35805,74263,,,,,,,35805,74263,38458,1,0,0,0,1
Sign Top,8566,8245,51571,17000,63852,,,,,12622.5,57711.5,45089,1,1,0,0,2
Sign Top,8567,133,10567,,,,,,,133,10567,10434,1,0,0,0,1
Sign Bottom,8568,103903,115891,203568,228428,,,,,153735.5,172159.5,18424,1,1,0,0,2
Sign Top,8569,31047,50098,39818,61808,,,,,35432.5,55953,20520.5,1,1,0,0,2
Sign Bottom,8570,51347,75377,,,,,,,51347,75377,24030,1,0,0,0,1
Sign Top,8571,30306,35081,15406,37489,,,,,22856,36285,13429,1,1,0,0,2
Sign Top,8572,42718,48400,59540,67614,,,,,51129,58007,6878,1,1,0,0,2
Sign Top,8573,42382,66944,85451,104631,,,,,63916.5,85787.5,21871,1,1,0,0,2
Sign Bottom,8574,40920,48768,,,,,,,40920,48768,7848,1,0,0,0,1
Sign Top,8575,56896,93940,3864,47086,15415,21570,,,25391.66667,54198.66667,28807,1,1,1,0,3
Sign Top,8576,18525,32995,,,153184,161897,,,85854.5,97446,11591.5,1,0,1,0,2
Sign Bottom,8577,44547,65841,90216,91685,,,94000,122932,76254.33333,93486,17231.66667,1,1,0,1,3
Sign Bottom,8578,150988,182184,,,,,,,150988,182184,31196,1,0,0,0,1
Sign Top,8579,98000,114397,122000,137165,,,,,110000,125781,15781,1,1,0,0,2
Sign Bottom,8580,48586,91543,,,,,,,48586,91543,42957,1,0,0,0,1
Sign Bottom,8581,36569,41971,,,,,,,36569,41971,5402,1,0,0,0,1
Sign Bottom,8582,23557,27151,,,,,,,23557,27151,3594,1,0,0,0,1
Sign Bottom,8583,147930,163261,,,,,,,147930,163261,15331,1,0,0,0,1
Sign Bottom,8584,31890,36568,,,,,,,31890,36568,4678,1,0,0,0,1
Sign Bottom,8585,52966,61933,,,,,,,52966,61933,8967,1,0,0,0,1
Sign Bottom,8586,18926,25748,73907,117227,,,,,46416.5,71487.5,25071,1,1,0,0,2
Sign Top,8587,76788,92089,537,40318,,,,,38662.5,66203.5,27541,1,1,0,0,2
Sign Top,8588,211892,259284,,,,,,,211892,259284,47392,1,0,0,0,1
Sign Top,8589,49289,80735,,,,,,,49289,80735,31446,1,0,0,0,1
Sign Top,8590,69601,85257,,,,,,,69601,85257,15656,1,0,0,0,1
Sign Bottom,8591,14066,52298,,,,,,,14066,52298,38232,1,0,0,0,1
Sign Bottom,8592,62322,105687,44639,79252,,,,,53480.5,92469.5,38989,1,1,0,0,2
Sign Bottom,8593,53118,95102,,,,,,,53118,95102,41984,1,0,0,0,1
Sign Bottom,8594,54552,70237,6375,35838,4849,42384,,,21925.33333,49486.33333,27561,1,1,1,0,3
Sign Bottom,8595,83501,85071,132661,162682,,,,,108081,123876.5,15795.5,1,1,0,0,2
Sign Top,8596,38209,43350,78975,107209,,,,,58592,75279.5,16687.5,1,1,0,0,2
Sign Bottom,8597,29467,56982,155094,175504,145915,174055,,,110158.6667,135513.6667,25355,1,1,1,0,3
Sign Top,8598,39666,78349,,,,,,,39666,78349,38683,1,0,0,0,1
Sign Top,8599,50850,89802,,,,,,,50850,89802,38952,1,0,0,0,1
Sign Bottom,8600,73956,79813,,,,,,,73956,79813,5857,1,0,0,0,1
Sign Top,8601,120430,134075,113353,120319,,,,,116891.5,127197,10305.5,1,1,0,0,2
Sign Bottom,8602,99788,112762,150263,170540,,,,,125025.5,141651,16625.5,1,1,0,0,2
Sign Top,8603,59382,82359,87575,106580,,,,,73478.5,94469.5,20991,1,1,0,0,2
Sign Top,8604,1,25283,,,,,,,1,25283,25282,1,0,0,0,1
Sign Top,8605,60949,104733,52613,61737,,,,,56781,83235,26454,1,1,0,0,2
Sign Bottom,8606,12600,16161,96888,134479,,,,,54744,75320,20576,1,1,0,0,2
Sign Top,8607,71297,79149,93223,126868,,,,,82260,103008.5,20748.5,1,1,0,0,2
Sign Top,8608,247,14431,,,,,,,247,14431,14184,1,0,0,0,1
Sign Bottom,8609,127019,150465,,,,,,,127019,150465,23446,1,0,0,0,1
Sign Top,8610,34520,48711,45366,55371,,,,,39943,52041,12098,1,1,0,0,2
Sign Top,8611,41915,89053,,,,,,,41915,89053,47138,1,0,0,0,1
Sign Top,8612,85517,131899,20,4156,,,,,42768.5,68027.5,25259,1,1,0,0,2
Sign Bottom,8613,7516,14581,130560,165757,,,,,69038,90169,21131,1,1,0,0,2
Sign Bottom,8614,97648,103222,133446,136483,,,,,115547,119852.5,4305.5,1,1,0,0,2
Sign Top,8615,0,21513,,,,,,,0,21513,21513,1,0,0,0,1
Sign Top,8616,43537,91133,,,,,,,43537,91133,47596,1,0,0,0,1
Sign Top,8617,6930,49240,120180,146148,,,,,63555,97694,34139,1,1,0,0,2
Sign Top,8618,708,8754,972,39340,,,,,840,24047,23207,1,1,0,0,2
Sign Top,8619,51000,58482,,,,,,,51000,58482,7482,1,0,0,0,1
Sign Bottom,8620,49210,92998,,,,,,,49210,92998,43788,1,0,0,0,1
Sign Bottom,8621,60724,78670,43572,58378,,,,,52148,68524,16376,1,1,0,0,2
Sign Bottom,8622,36420,78364,,,,,,,36420,78364,41944,1,0,0,0,1
Sign Bottom,8623,21469,46828,,,,,,,21469,46828,25359,1,0,0,0,1
Sign Top,8624,103461,146146,755,5964,49584,75224,,,51266.66667,75778,24511.33333,1,1,1,0,3
Sign Top,8625,42702,76089,21485,26049,,,,,32093.5,51069,18975.5,1,1,0,0,2
Sign Top,8626,83337,126658,,,,,,,83337,126658,43321,1,0,0,0,1
Sign Top,8627,55202,65268,28424,52844,,,,,41813,59056,17243,1,1,0,0,2
Sign Bottom,8628,13629,50677,52077,55429,,,,,32853,53053,20200,1,1,0,0,2
Sign Bottom,8629,51024,80468,,,,,,,51024,80468,29444,1,0,0,0,1
Sign Top,8630,45085,69250,,,,,,,45085,69250,24165,1,0,0,0,1
Sign Bottom,8631,32965,80028,8805,45714,,,,,20885,62871,41986,1,1,0,0,2
Sign Bottom,8632,51253,92662,,,,,,,51253,92662,41409,1,0,0,0,1
Sign Top,8633,27470,50451,,,,,,,27470,50451,22981,1,0,0,0,1
Sign Bottom,8634,51966,89022,10186,58779,,,,,31076,73900.5,42824.5,1,1,0,0,2
Sign Top,8635,80469,101695,,,,,,,80469,101695,21226,1,0,0,0,1
Sign Top,8636,28000,73348,,,,,,,28000,73348,45348,1,0,0,0,1
Sign Top,8637,96124,121444,17800,44038,,,,,56962,82741,25779,1,1,0,0,2
Sign Top,8638,2500,27844,58000,103000,,,,,30250,65422,35172,1,1,0,0,2
Sign Top,8639,114560,142722,,,,,,,114560,142722,28162,1,0,0,0,1
Sign Bottom,8640,81384,111873,58801,68831,,,,,70092.5,90352,20259.5,1,1,0,0,2
Sign Top,8641,73436,74879,126,2909,,,,,36781,38894,2113,1,1,0,0,2
Sign Bottom,8642,606,10307,,,,,,,606,10307,9701,1,0,0,0,1
Sign Bottom,8643,82352,86747,,,,,,,82352,86747,4395,1,0,0,0,1
Sign Top,8644,86656,131948,,,,,,,86656,131948,45292,1,0,0,0,1
Sign Bottom,8645,1700,4618,15216,23783,,,,,8458,14200.5,5742.5,1,1,0,0,2
Sign Top,8646,65000,104226,163311,172897,,,,,114155.5,138561.5,24406,1,1,0,0,2
Sign Bottom,8647,76784,83449,102949,144033,,,,,89866.5,113741,23874.5,1,1,0,0,2
Sign Bottom,8648,55775,62628,,,,,,,55775,62628,6853,1,0,0,0,1
Sign Top,8649,23190,66766,,,,,,,23190,66766,43576,1,0,0,0,1
Sign Top,8650,50,31679,,,,,,,50,31679,31629,1,0,0,0,1
Sign Top,8651,23419,32040,,,,,,,23419,32040,8621,1,0,0,0,1
Sign Bottom,8652,23446,59868,149075,188141,184639,203258,,,119053.3333,150422.3333,31369,1,1,1,0,3
Sign Top,8653,109584,130530,,,,,,,109584,130530,20946,1,0,0,0,1
Sign Bottom,8654,11693,28585,,,,,,,11693,28585,16892,1,0,0,0,1
Sign Top,8655,22481,32127,12395,59148,,,,,17438,45637.5,28199.5,1,1,0,0,2
Sign Bottom,8656,178883,194343,85712,96655,,,,,132297.5,145499,13201.5,1,1,0,0,2
Sign Top,8657,18000,49515,32000,32519,,,,,25000,41017,16017,1,1,0,0,2
Sign Top,8658,94085,142209,,,112853,148768,,,103469,145488.5,42019.5,1,0,1,0,2
Sign Bottom,8659,81048,100867,,,,,,,81048,100867,19819,1,0,0,0,1
Sign Top,8660,34325,75368,,,,,,,34325,75368,41043,1,0,0,0,1
Sign Top,8661,62911,111817,,,,,,,62911,111817,48906,1,0,0,0,1
Sign Top,8662,91792,94532,,,,,,,91792,94532,2740,1,0,0,0,1
Sign Bottom,8663,80972,109669,,,,,,,80972,109669,28697,1,0,0,0,1
Sign Top,8664,74721,104124,28550,71300,,,,,51635.5,87712,36076.5,1,1,0,0,2
Sign Bottom,8665,17465,23878,,,,,,,17465,23878,6413,1,0,0,0,1
Sign Top,8666,50480,88825,75877,117677,,,,,63178.5,103251,40072.5,1,1,0,0,2
Sign Bottom,8667,69222,99228,118761,152402,,,,,93991.5,125815,31823.5,1,1,0,0,2
Sign Bottom,8668,31147,64020,,,,,,,31147,64020,32873,1,0,0,0,1
Sign Top,8669,143617,144767,,,,,,,143617,144767,1150,1,0,0,0,1
Sign Bottom,8670,30923,51744,139195,174059,,,,,85059,112901.5,27842.5,1,1,0,0,2
Sign Top,8671,730,8340,,,,,,,730,8340,7610,1,0,0,0,1
Sign Top,8672,62795,106686,,,,,,,62795,106686,43891,1,0,0,0,1
Sign Top,8673,936,3175,127685,128408,,,,,64310.5,65791.5,1481,1,1,0,0,2
Sign Bottom,8674,83937,99267,,,146844,174554,,,115390.5,136910.5,21520,1,0,1,0,2
Sign Bottom,8675,46113,69638,130939,150929,,,,,88526,110283.5,21757.5,1,1,0,0,2
Sign Bottom,8676,17900,58589,,,,,,,17900,58589,40689,1,0,0,0,1
Sign Top,8677,90109,96086,,,,,12313,48110,51211,72098,20887,1,0,0,1,2
Sign Bottom,8678,98010,113960,,,102417,145739,,,100213.5,129849.5,29636,1,0,1,0,2
Sign Bottom,8679,111121,137316,45000,49642,,,,,78060.5,93479,15418.5,1,1,0,0,2
Sign Bottom,8680,195680,239078,44250,75676,,,,,119965,157377,37412,1,1,0,0,2
Sign Top,8681,39074,55313,,,,,,,39074,55313,16239,1,0,0,0,1
Sign Top,8682,74997,79624,14589,47392,,,,,44793,63508,18715,1,1,0,0,2
Sign Top,8683,37787,62698,,,,,,,37787,62698,24911,1,0,0,0,1
Sign Bottom,8684,89761,111579,,,35612,37604,,,62686.5,74591.5,11905,1,0,1,0,2
Sign Bottom,8685,77403,85226,,,,,,,77403,85226,7823,1,0,0,0,1
Sign Bottom,8686,100110,107127,9164,44435,,,,,54637,75781,21144,1,1,0,0,2
Sign Top,8687,152,11471,12,1900,,,,,82,6685.5,6603.5,1,1,0,0,2
Sign Top,8688,78565,123548,68798,99677,,,,,73681.5,111612.5,37931,1,1,0,0,2
Sign Top,8689,289730,335645,39423,49426,,,,,164576.5,192535.5,27959,1,1,0,0,2
Sign Bottom,8690,78719,91374,,,,,,,78719,91374,12655,1,0,0,0,1
Sign Bottom,8691,189323,238008,,,93948,119803,,,141635.5,178905.5,37270,1,0,1,0,2
Sign Bottom,8692,100011,131504,4793,49119,29967,75487,,,44923.66667,85370,40446.33333,1,1,1,0,3
Sign Top,8693,94614,106769,,,,,,,94614,106769,12155,1,0,0,0,1
Sign Bottom,8694,7611,36730,92221,124706,,,,,49916,80718,30802,1,1,0,0,2
Sign Top,8695,21467,40556,,,,,,,21467,40556,19089,1,0,0,0,1
Sign Bottom,8696,76560,116761,72118,78364,,,,,74339,97562.5,23223.5,1,1,0,0,2
Sign Bottom,8697,18290,56446,163437,211742,,,,,90863.5,134094,43230.5,1,1,0,0,2
Sign Top,8698,800,26054,,,,,,,800,26054,25254,1,0,0,0,1
Sign Bottom,8699,99004,102874,,,,,,,99004,102874,3870,1,0,0,0,1
Sign Top,8700,46019,61718,,,,,,,46019,61718,15699,1,0,0,0,1
Sign Top,8701,1042,40613,71427,81704,,,,,36234.5,61158.5,24924,1,1,0,0,2
Sign Bottom,8702,62408,70010,29461,62512,,,,,45934.5,66261,20326.5,1,1,0,0,2
Sign Bottom,8703,165000,184411,83778,85542,,,,,124389,134976.5,10587.5,1,1,0,0,2
Sign Bottom,8704,31104,41170,,,105658,142451,,,68381,91810.5,23429.5,1,0,1,0,2
Sign Bottom,8705,51350,73008,,,,,,,51350,73008,21658,1,0,0,0,1
Sign Bottom,8706,237908,263355,15771,17710,,,,,126839.5,140532.5,13693,1,1,0,0,2
Sign Top,8707,41000,73245,38528,73219,,,,,39764,73232,33468,1,1,0,0,2
Sign Bottom,8708,85179,96811,66875,67920,,,,,76027,82365.5,6338.5,1,1,0,0,2
Sign Top,8709,93587,106371,,,,,,,93587,106371,12784,1,0,0,0,1
Sign Bottom,8710,91212,104479,21350,47836,,,,,56281,76157.5,19876.5,1,1,0,0,2
Sign Bottom,8711,117792,141791,40843,71396,,,,,79317.5,106593.5,27276,1,1,0,0,2
Sign Bottom,8712,207283,211215,,,,,,,207283,211215,3932,1,0,0,0,1
Sign Top,8713,90034,104260,,,,,,,90034,104260,14226,1,0,0,0,1
Sign Bottom,8714,88421,137250,,,,,,,88421,137250,48829,1,0,0,0,1
Sign Bottom,8715,57147,106368,,,,,,,57147,106368,49221,1,0,0,0,1
Sign Top,8716,84502,125036,,,,,,,84502,125036,40534,1,0,0,0,1
Sign Bottom,8717,166691,186960,,,,,,,166691,186960,20269,1,0,0,0,1
Sign Top,8718,263,39798,20458,69482,216,44576,,,6979,51285.33333,44306.33333,1,1,1,0,3
Sign Top,8719,200873,202466,20211,27817,,,,,110542,115141.5,4599.5,1,1,0,0,2
Sign Top,8720,65269,77013,,,,,,,65269,77013,11744,1,0,0,0,1
Sign Bottom,8721,78750,93163,39040,69843,,,,,58895,81503,22608,1,1,0,0,2
Sign Top,8722,104000,130359,,,,,,,104000,130359,26359,1,0,0,0,1
Sign Bottom,8723,37500,64574,9500,38275,,,,,23500,51424.5,27924.5,1,1,0,0,2
Sign Bottom,8724,102323,124689,90376,98190,,,,,96349.5,111439.5,15090,1,1,0,0,2
